ax,ay,az,gx,gy,gz,date_time,temp,pressure
,,,,,,2017-4-3	17:4:51,,
0.185547,-0.933594,0.279297,-18.4937,15.2588,-1.5564,,,
0.15625,-0.945312,0.277344,-19.7144,14.9841,-2.01416,,,
0.148438,-0.931641,0.283203,-19.5007,15.0757,-2.89917,,,
0.167969,-0.861328,0.261719,-17.6392,15.8081,-4.3335,,,
0.152344,-0.863281,0.277344,-15.5334,14.9536,-5.00488,,,
0.132812,-0.849609,0.28125,-14.4348,13.3667,-4.76074,,,
0.160156,-0.886719,0.236328,-23.4375,2.22778,11.5051,,,
0.15625,-0.876953,0.277344,-22.6746,-1.09863,14.9231,,,
0.175781,-0.873047,0.253906,-20.7214,-3.54004,17.2119,,,
0.195312,-0.871094,0.259766,-18.8904,-6.01196,18.28,,,
0.199219,-0.875,0.234375,-17.7917,-9.0332,18.5852,,,
0.207031,-0.867188,0.21875,-17.3035,-12.6343,18.9514,,,
0.203125,-0.916016,0.236328,-18.0054,-16.571,19.4092,,,
0.185547,-0.994141,0.177734,-19.6838,-19.5618,19.6533,,,
0.166016,-1.04102,0.128906,-22.7661,-19.4702,19.5618,,,
0.179688,-1.04297,0.0546875,-27.1912,-16.2048,17.7307,,,
0.126953,-1.05664,0.0195312,-31.6162,-10.4065,15.1978,,,
0.103516,-1.0332,0.00976562,-36.8652,-3.9978,11.8713,,,
0.0625,-0.990234,0.0449219,-40.4053,1.83105,8.08716,,,
0.0917969,-0.996094,0.0664062,-40.0391,5.7373,4.79126,,,
0.0175781,-0.951172,0.136719,-39.0015,6.46973,2.16675,,,
-0.0371094,-0.951172,0.175781,-37.4756,4.69971,1.00708,,,
-0.115234,-0.988281,0.214844,-30.3955,2.71606,1.0376,,,
-0.0761719,-1.00195,0.199219,-25.7874,1.7395,1.98364,,,
-0.0371094,-0.994141,0.246094,-21.1487,1.19019,2.19727,,,
-0.0117188,-1,0.189453,-18.7378,1.86157,1.46484,,,
0.00195312,-0.957031,0.181641,-18.219,3.50952,0.88501,,,
-0.0117188,-0.966797,0.15625,-17.4561,5.00488,0.732422,,,
-0.0292969,-0.916016,0.179688,-15.7166,5.7373,0.762939,,,
-0.0585938,-0.890625,0.160156,-13.092,5.49316,0.793457,,,
-0.0605469,-0.875,0.15625,-9.64355,4.66919,0.12207,,,
-0.0507812,-0.822266,0.158203,-5.5542,3.14331,-1.15967,,,
-0.0390625,-0.775391,0.175781,0.213623,1.00708,-2.53296,,,
-0.0625,-0.761719,0.177734,5.18799,0.274658,-3.26538,,,
-0.0820312,-0.748047,0.183594,10.0403,-1.06812,-3.44849,,,
-0.078125,-0.744141,0.185547,14.0381,-2.68555,-3.02124,,,
-0.0996094,-0.724609,0.212891,19.2871,-3.60107,-2.19727,,,
-0.0820312,-0.726562,0.1875,23.7732,-4.88281,-2.22778,,,
,,,,,,2017-4-3	17:7:38,30,0
0.0449219,-0.888672,0.248047,21.637,-5.00488,2.83813,,,
0.0683594,-0.939453,0.265625,17.334,-7.1106,4.18091,,,
0.0625,-0.986328,0.285156,13.4888,-6.65283,4.69971,,,
0.0136719,-1.02539,0.259766,13.0005,-4.69971,5.21851,,,
-0.015625,-1.0625,0.242188,16.7542,-1.49536,5.70679,,,
-0.0429688,-1.07617,0.1875,23.2849,2.92969,5.88989,,,
0.0136719,-1.06836,0.185547,27.2522,7.2937,5.37109,,,
0.0683594,-1.125,0.144531,28.5339,13.0615,4.45557,,,
0.152344,-1.10938,0.0800781,26.7334,19.5923,3.9978,,,
0.216797,-1.11328,0.0605469,18.5547,23.5901,5.64575,,,
0.265625,-1.1543,0.0429688,6.43921,23.7732,8.39233,,,
0.275391,-1.11328,0.0546875,-6.01196,19.7754,10.8643,,,
0.275391,-1.07617,0.123047,-16.2354,13.1226,12.3291,,,
0.257812,-1.01172,0.234375,-20.752,5.98145,11.9019,,,
0.189453,-0.96875,0.322266,-13.8855,-1.19019,10.0098,,,
0.140625,-0.949219,0.361328,-5.31006,-3.78418,9.0332,,,
0.0898438,-0.949219,0.328125,1.80054,-3.44849,9.0332,,,
0.0644531,-0.962891,0.308594,4.42505,-1.15967,8.60596,,,
0.0507812,-0.976562,0.244141,3.38745,2.19727,7.59888,,,
0.0703125,-0.964844,0.169922,0.793457,5.18799,6.43921,,,
0.119141,-0.908203,0.150391,-1.49536,4.18091,5.09644,,,
0.125,-0.849609,0.179688,-3.69263,1.19019,3.87573,,,
0.148438,-0.759766,0.216797,-4.85229,-2.56348,1.98364,,,
0.0957031,-0.691406,0.226562,-4.08936,-6.83594,-0.366211,,,
0.117188,-0.685547,0.255859,-2.19727,-9.82666,-2.53296,,,
0.103516,-0.65625,0.261719,-0.0915527,-11.3831,-4.24194,,,
0.125,-0.681641,0.251953,1.06812,-11.2915,-5.31006,,,
0.115234,-0.712891,0.220703,2.65503,-9.79614,-5.31006,,,
0.0625,-0.763672,0.189453,5.34058,-6.86646,-5.00488,,,
0.046875,-0.820312,0.191406,9.30786,-4.27246,-5.09644,,,
0.0546875,-0.861328,0.207031,14.6484,-3.05176,-5.58472,,,
0.0507812,-0.867188,0.236328,19.2566,-3.84521,-6.5918,,,
0.0488281,-0.814453,0.251953,57.0374,19.3176,-23.8342,,,
0.0332031,-0.810547,0.21875,53.772,16.6016,-21.3013,,,
-0.00976562,-0.837891,0.214844,48.5229,12.5732,-16.5405,,,
0.00976562,-0.816406,0.220703,44.6472,8.23975,-12.0544,,,
0.0449219,-0.824219,0.287109,45.8679,5.0354,-11.6577,,,
0.0546875,-0.875,0.298828,50.415,4.97437,-15.2588,,,
-0.0292969,-0.921875,0.337891,62.6526,8.05664,-18.8293,,,
-0.0625,-0.980469,0.28125,72.1436,13.1226,-19.2871,,,
-0.0703125,-0.949219,0.269531,79.3152,17.7307,-16.4795,,,
-0.126953,-0.857422,0.255859,84.3506,17.0898,-12.6648,,,
-0.119141,-0.830078,0.332031,85.9985,11.8103,-8.88062,,,
-0.0605469,-0.849609,0.400391,88.1042,2.86865,-7.69043,,,
0.00195312,-0.900391,0.441406,93.3533,-6.74438,-9.12476,,,
0.0878906,-0.939453,0.496094,98.4497,-11.1084,-11.6272,,,
0.0703125,-0.988281,0.386719,101.837,-6.22559,-13.3972,,,
0.0527344,-1.01367,0.169922,101.379,6.073,-12.3596,,,
0.046875,-0.990234,0.0292969,101.929,19.989,-10.2539,,,
0.134766,-0.978516,-0.0136719,101.135,30.3955,-7.75146,,,
0.257812,-0.986328,-0.0566406,94.2688,35.675,-4.76074,,,
0.330078,-1.02148,-0.0195312,80.7495,35.4309,-2.71606,,,
0.390625,-1.01758,0.0566406,63.5071,33.6914,-2.19727,,,
0.375,-0.994141,0.0683594,48.0652,28.8696,-1.64795,,,
0.353516,-1.03125,0.123047,38.6047,22.0337,-1.00708,,,
0.326172,-1.05469,0.199219,39.0625,16.2659,-1.0376,,,
0.222656,-1.02344,0.240234,44.8914,10.7422,-2.04468,,,
0.185547,-0.976562,0.259766,49.2249,5.76782,-3.87573,,,
0.128906,-0.939453,0.238281,53.6499,3.14331,-5.24902,,,
0.142578,-0.886719,0.232422,57.1289,0.396729,-6.53076,,,
0.150391,-0.916016,0.248047,58.7769,-1.58691,-8.36182,,,
0.177734,-0.947266,0.222656,58.96,-1.98364,-10.498,,,
0.189453,-0.962891,0.248047,57.9834,-1.83105,-13.6414,,,
0.210938,-0.900391,0.191406,57.373,-1.92261,-16.7236,,,
0.205078,-0.888672,0.261719,65.1855,-4.60815,-30.5786,,,
0.234375,-0.869141,0.257812,69.5496,-5.85938,-32.3486,,,
0.205078,-0.898438,0.228516,71.7468,-7.32422,-33.02,,,
0.222656,-0.886719,0.205078,70.8618,-7.50732,-34.2102,,,
0.21875,-0.886719,0.0859375,65.8264,-5.46265,-33.3252,,,
0.160156,-0.882812,-0.03125,56.0608,-0.88501,-28.5645,,,
0.0976562,-0.892578,0.00585938,48.7061,4.36401,-21.6675,,,
0.103516,-0.919922,0.0214844,44.9524,9.58252,-17.5476,,,
0.0996094,-1.00977,0.107422,45.8679,17.5781,-16.6626,,,
0.105469,-1.24609,0.162109,48.4009,19.4092,-16.6626,,,
0.107422,-1.34961,0.261719,52.7344,21.2097,-15.5334,,,
0.0429688,-1.37891,0.304688,59.3567,23.7122,-12.3291,,,
0.00976562,-1.21289,0.292969,68.0237,26.2451,-10.9558,,,
0.0546875,-0.962891,0.226562,71.2585,25.5127,-12.5427,,,
0.115234,-0.785156,0.279297,69.397,22.2473,-14.3433,,,
0.177734,-0.712891,0.263672,63.9343,17.7307,-14.8926,,,
0.246094,-0.701172,0.275391,57.3425,11.4136,-13.7024,,,
0.265625,-0.765625,0.255859,48.4619,4.3335,-10.498,,,
0.271484,-0.882812,0.224609,39.1846,1.0376,-7.32422,,,
0.189453,-0.974609,0.207031,32.196,3.20435,-4.94385,,,
0.130859,-0.941406,0.162109,34.5764,3.41797,-3.05176,,,
0.109375,-0.865234,0.167969,37.0483,1.95312,-0.88501,,,
0.0507812,-0.796875,0.224609,40.5884,-1.95312,1.95312,,,
0.015625,-0.761719,0.306641,46.051,-7.53784,3.8147,,,
0.0175781,-0.779297,0.335938,52.3987,-15.3198,3.2959,,,
0.0664062,-0.806641,0.361328,52.2461,-20.7214,2.80762,,,
0.125,-0.900391,0.330078,44.7083,-20.9961,2.44141,,,
0.111328,-0.990234,0.255859,36.1023,-16.1743,2.96021,,,
0.0996094,-0.980469,0.185547,31.8909,-8.08716,3.32642,,,
0.0820312,-0.966797,0.0585938,33.5083,1.43433,3.57056,,,
0.117188,-0.921875,0.0605469,34.1187,10.1318,3.8147,,,
0.228516,-0.939453,0.0488281,28.0457,18.6157,4.85229,,,
0.0898438,-0.892578,0.318359,-6.65283,-6.74438,-2.38037,,,
0.117188,-0.910156,0.263672,-1.64795,-8.23975,-2.68555,,,
0.162109,-0.863281,0.189453,0.366211,-7.08008,-4.5166,,,
0.205078,-0.806641,0.173828,-6.92749,-4.57764,-6.89697,,,
0.21875,-0.736328,0.179688,-14.1907,-3.17383,-8.94165,,,
0.273438,-0.675781,0.201172,-18.5547,-4.11987,-10.8948,,,
0.28125,-0.689453,0.263672,-18.8904,-8.5144,-12.4817,,,
0.306641,-0.738281,0.341797,-17.6697,-18.6157,-11.6272,,,
0.263672,-0.800781,0.328125,-19.5007,-29.8157,-8.54492,,,
0.199219,-0.832031,0.207031,-19.6228,-34.2407,-6.98853,,,
0.150391,-0.9375,0.078125,-24.4446,-31.0974,-8.27026,,,
0.00976562,-1.08594,-0.0527344,-30.304,-16.1133,-8.57544,,,
-0.117188,-1.27344,-0.107422,-33.5083,2.53296,-5.37109,,,
-0.199219,-1.38867,0.0761719,-27.71,15.9607,-0.335693,,,
-0.169922,-1.36328,0.267578,-9.00269,24.0784,1.40381,,,
-0.0253906,-1.16602,0.380859,18.28,24.0479,-2.74658,,,
0.0585938,-0.939453,0.458984,40.8936,18.1274,-8.75854,,,
0.0566406,-0.925781,0.455078,49.3164,10.498,-10.6506,,,
-0.00976562,-0.912109,0.433594,47.0886,4.05884,-9.8877,,,
-0.0195312,-0.927734,0.380859,40.8325,0.305176,-8.27026,,,
0.0546875,-0.884766,0.328125,35.1868,-2.41089,-5.24902,,,
0.0625,-0.84375,0.306641,33.7219,-2.65503,-2.38037,,,
0.0703125,-0.828125,0.244141,36.9873,-1.80054,-0.518799,,,
0.0742188,-0.814453,0.255859,41.1072,-2.2583,0.823975,,,
0.0332031,-0.863281,0.283203,42.9077,-3.50952,1.43433,,,
0.015625,-0.892578,0.341797,45.5933,-5.61523,2.28882,,,
-0.00976562,-0.925781,0.330078,49.8047,-7.20215,2.92969,,,
-0.0175781,-0.958984,0.318359,53.009,-8.20923,4.73022,,,
-0.0117188,-0.978516,0.322266,56.0303,-8.23975,7.62939,,,
0.015625,-1.0625,0.308594,57.5562,-6.073,11.261,,,
0.0332031,-1.0625,0.257812,57.3425,-2.7771,14.2822,,,
0.121094,-1.04492,0.240234,58.1665,1.49536,14.4958,,,
0.0214844,-0.861328,0.46875,31.7688,3.11279,7.62939,,,
0.0273438,-0.859375,0.464844,45.8374,-1.95312,3.60107,,,
0.0292969,-0.832031,0.453125,56.2439,-7.23267,-0.274658,,,
0.0800781,-0.832031,0.382812,60.2112,-9.09424,-3.96729,,,
0.0976562,-0.785156,0.314453,58.075,-6.5918,-6.92749,,,
0.121094,-0.765625,0.271484,51.239,-2.65503,-8.78906,,,
0.136719,-0.744141,0.271484,44.3726,0.610352,-10.7422,,,
0.111328,-0.6875,0.302734,40.8936,2.19727,-13.916,,,
0.107422,-0.630859,0.373047,42.511,-1.5564,-18.158,,,
0.0722656,-0.623047,0.378906,46.4478,-8.66699,-22.7966,,,
0.0351562,-0.626953,0.427734,51.0559,-15.625,-26.3672,,,
-0.00585938,-0.695312,0.498047,57.0679,-23.9563,-28.1677,,,
-0.0273438,-0.755859,0.501953,63.6292,-29.2664,-29.9377,,,
-0.0117188,-0.783203,0.5,70.4041,-31.4941,-33.0505,,,
0.0390625,-0.867188,0.441406,78.3997,-31.2195,-37.384,,,
0.0820312,-0.939453,0.335938,82.428,-23.2239,-41.9006,,,
0.123047,-1.15039,0.158203,81.0852,-7.78198,-45.2271,,,
0.152344,-1.31836,0.078125,76.1414,6.62231,-50.5981,,,
0.208984,-1.46289,0.164062,70.9534,16.0217,-54.5044,,,
0.242188,-1.42383,0.261719,65.6128,25.3296,-56.427,,,
0.185547,-1.36914,0.261719,63.0188,30.9753,-54.5349,,,
0.0410156,-1.33984,0.314453,69.5496,29.5105,-50.8118,,,
-0.0371094,-1.35156,0.451172,78.7354,25.6042,-47.3328,,,
-0.0703125,-1.30078,0.455078,86.2122,21.1792,-46.814,,,
0.0117188,-1.24805,0.537109,93.1702,19.5007,-47.9736,,,
0.103516,-1.19922,0.496094,96.8323,22.3999,-48.8281,,,
0.175781,-1.10938,0.380859,96.4355,28.0762,-49.1943,,,
0.175781,-1.04688,0.3125,93.2922,31.8298,-48.7366,,,
0.1875,-0.966797,0.275391,90.0574,32.4402,-47.7295,,,
0.212891,-0.921875,0.292969,87.0361,31.3721,-45.8679,,,
0.199219,-0.783203,0.283203,84.2285,28.6865,-42.6636,,,
0.158203,-0.759766,0.3125,81.9397,25.6653,-37.8418,,,
0.169922,-0.886719,0.28125,57.7393,2.89917,-19.7144,,,
0.136719,-0.833984,0.384766,49.2554,3.26538,-17.4255,,,
0.140625,-0.798828,0.488281,51.6663,-3.32642,-18.219,,,
0.142578,-0.824219,0.529297,62.5,-13.7634,-21.2708,,,
0.173828,-0.970703,0.505859,73.6694,-24.7192,-23.5901,,,
0.279297,-1.14062,0.376953,79.9255,-29.4495,-23.7427,,,
0.482422,-1.33594,0.40625,75.47,-30.5786,-22.9797,,,
0.595703,-1.28711,0.373047,76.6602,-30.9448,-26.1841,,,
0.447266,-1.19922,0.128906,69.1833,-18.7988,-31.25,,,
0.267578,-1.05859,0.0625,48.0042,-1.28174,-30.9143,,,
0.126953,-0.896484,0.125,34.5764,6.56128,-23.7732,,,
0.0625,-0.802734,0.177734,36.8958,7.75146,-16.2964,,,
0.117188,-0.761719,0.191406,42.4805,8.17871,-10.4065,,,
0.21875,-0.734375,0.296875,53.3142,4.39453,-9.42993,,,
0.40625,-0.816406,0.289062,65.2771,-2.22778,-14.4348,,,
0.447266,-0.894531,0.261719,62.7136,-2.04468,-18.5852,,,
0.402344,-0.984375,0.189453,50.6897,4.57764,-17.2729,,,
0.333984,-0.974609,0.160156,35.6445,13.1531,-11.9629,,,
0.296875,-0.925781,0.1875,23.7122,15.4724,-5.7373,,,
0.300781,-0.845703,0.265625,16.9373,12.2986,-2.89917,,,
0.302734,-0.833984,0.330078,15.5334,7.35474,-3.35693,,,
0.310547,-0.875,0.355469,14.2517,3.66211,-3.90625,,,
0.28125,-0.904297,0.322266,13.7939,2.7771,-3.05176,,,
0.289062,-0.904297,0.328125,11.7798,3.479,-1.15967,,,
0.277344,-0.896484,0.304688,9.15527,4.5166,0.701904,,,
0.267578,-0.875,0.302734,6.04248,4.94385,2.68555,,,
0.253906,-0.853516,0.330078,2.68555,5.21851,4.30298,,,
0.257812,-0.863281,0.339844,-0.0915527,5.46265,5.21851,,,
0.253906,-0.853516,0.326172,-3.11279,5.06592,5.12695,,,
0.261719,-0.896484,0.308594,-6.22559,4.94385,4.36401,,,
0.257812,-0.919922,0.310547,-8.75854,6.01196,2.83813,,,
0.222656,-0.9375,0.341797,-8.94165,6.95801,1.89209,,,
,,,,,,2017-4-3	17:7:43,30,0
0.216797,-0.863281,0.361328,-8.3313,-1.83105,13.3057,,,
0.199219,-0.875,0.373047,-10.1624,-2.04468,14.5569,,,
0.160156,-0.898438,0.347656,-11.5662,-1.49536,16.2659,,,
0.173828,-0.851562,0.341797,-13.2141,-0.976562,17.8223,,,
0.158203,-0.847656,0.34375,-14.1907,-2.38037,19.3176,,,
0.179688,-0.816406,0.388672,-15.0146,-5.70679,19.8669,,,
0.177734,-0.810547,0.427734,-15.564,-9.49097,19.7449,,,
0.15625,-0.824219,0.410156,-16.3574,-12.3596,19.1956,,,
0.152344,-0.871094,0.419922,-17.6086,-14.679,19.0735,,,
0.128906,-0.929688,0.390625,-19.3787,-16.0522,18.9819,,,
0.0957031,-1.01367,0.394531,-18.7073,-14.3433,17.9749,,,
0.0820312,-1.05273,0.394531,-16.6626,-9.39941,15.9607,,,
0.0625,-1.03711,0.380859,-14.4958,-4.02832,13.9465,,,
0.0898438,-0.986328,0.341797,-13.8855,-1.00708,12.7563,,,
0.0898438,-0.949219,0.320312,-14.5264,-0.549316,12.7563,,,
0.0683594,-0.919922,0.324219,-15.1062,-0.335693,13.1531,,,
0.0429688,-0.900391,0.316406,-15.9607,-0.793457,13.6108,,,
0.0507812,-0.859375,0.3125,-16.9373,-1.46484,13.855,,,
0.046875,-0.847656,0.3125,-17.0898,-1.5564,13.5803,,,
0.078125,-0.873047,0.302734,-16.7542,-1.37329,13.1531,,,
0.0585938,-0.859375,0.339844,-16.9067,0,12.9395,,,
0.0585938,-0.886719,0.337891,-16.9678,1.52588,12.97,,,
0.0234375,-0.886719,0.324219,-16.1133,2.80762,12.5732,,,
0.00585938,-0.878906,0.316406,-14.5874,2.59399,11.8408,,,
0.0273438,-0.900391,0.330078,-12.2375,2.22778,10.3455,,,
0.015625,-0.867188,0.400391,-10.0098,3.32642,8.66699,,,
0,-0.900391,0.363281,-7.99561,4.02832,7.20215,,,
0.0195312,-0.880859,0.345703,-6.40869,4.45557,6.04248,,,
-0.0234375,-0.890625,0.355469,-4.76074,4.27246,5.09644,,,
-0.0078125,-0.896484,0.371094,-3.20435,4.3335,3.90625,,,
-0.0078125,-0.898438,0.384766,-1.83105,3.96729,2.7771,,,
0.0195312,-0.894531,0.390625,-0.305176,3.75366,2.0752,,,
0.03125,-0.900391,0.330078,3.54004,8.63647,-4.60815,,,
0.0351562,-0.892578,0.330078,2.7771,9.70459,-4.97437,,,
0.00976562,-0.890625,0.3125,2.47192,10.8948,-5.58472,,,
0.0117188,-0.898438,0.339844,3.57056,11.9324,-6.13403,,,
0.015625,-0.914062,0.34375,3.87573,13.4888,-6.16455,,,
0.00585938,-0.927734,0.369141,3.14331,14.7095,-5.52368,,,
-0.0117188,-0.910156,0.359375,2.38037,15.6555,-4.27246,,,
-0.0273438,-0.910156,0.365234,2.44141,16.1438,-3.50952,,,
-0.0078125,-0.931641,0.404297,3.90625,15.5334,-4.05884,,,
-0.00195312,-0.892578,0.394531,6.83594,14.1907,-5.43213,,,
0.015625,-0.894531,0.402344,9.12476,12.2986,-6.80542,,,
0.0195312,-0.892578,0.380859,10.0708,10.4675,-7.53784,,,
0.0175781,-0.882812,0.390625,9.61304,8.81958,-7.8125,,,
0.0507812,-0.882812,0.365234,8.36182,8.69751,-7.65991,,,
0.0351562,-0.917969,0.357422,7.8125,9.73511,-7.84302,,,
0.0175781,-0.896484,0.326172,7.72095,11.5051,-8.54492,,,
0.0292969,-0.90625,0.328125,7.96509,13.031,-8.75854,,,
0.0195312,-0.902344,0.333984,8.14819,13.916,-8.63647,,,
0.0078125,-0.90625,0.345703,7.20215,14.2517,-8.36182,,,
0.015625,-0.898438,0.355469,5.5542,15.0452,-7.50732,,,
0.0234375,-0.878906,0.322266,4.15039,16.4795,-7.20215,,,
0.0078125,-0.863281,0.341797,4.30298,17.3035,-7.50732,,,
0.0253906,-0.857422,0.357422,5.7373,17.5781,-8.36182,,,
0.00390625,-0.853516,0.363281,6.95801,17.5476,-9.21631,,,
0.0136719,-0.859375,0.355469,7.44629,17.5781,-9.85718,,,
0.00390625,-0.863281,0.375,7.75146,16.8457,-10.1929,,,
0.0195312,-0.882812,0.363281,8.27026,15.9607,-10.5286,,,
0.0351562,-0.867188,0.396484,8.17871,14.9841,-10.9863,,,
0.0371094,-0.880859,0.402344,8.91113,14.2822,-11.2915,,,
0.0605469,-0.898438,0.396484,7.99561,13.7024,-11.5662,,,
0.0585938,-0.900391,0.390625,6.68335,13.0615,-11.9019,,,
0.0507812,-0.871094,0.363281,5.46265,11.7188,-12.085,,,
0.144531,-1.04492,0.404297,10.7117,-2.99072,-7.17163,,,
0.205078,-1.11523,0.3125,11.3525,-0.396729,-7.50732,,,
0.273438,-1.10156,0.279297,6.68335,2.92969,-7.93457,,,
0.302734,-1.13086,0.234375,-5.61523,3.479,-6.50024,,,
0.224609,-1.09766,0.189453,-19.7754,5.24902,-2.56348,,,
0.144531,-1.03711,0.183594,-32.8674,6.46973,2.50244,,,
0.0761719,-0.958984,0.189453,-33.7219,4.27246,6.073,,,
0.0664062,-0.863281,0.244141,-22.3694,4.79126,5.24902,,,
0.0957031,-0.802734,0.199219,-6.2561,5.24902,1.77002,,,
0.103516,-0.794922,0.134766,9.97925,7.65991,-0.854492,,,
0.0859375,-0.875,0.0703125,22.2778,13.5803,-1.28174,,,
0.101562,-0.943359,0.0292969,27.3438,21.3928,-1.12915,,,
0.1875,-0.966797,0.0527344,25.0244,26.4587,-0.823975,,,
0.28125,-0.972656,0.046875,17.3035,27.6184,-0.732422,,,
0.335938,-0.949219,0.0917969,8.5144,26.3672,-0.274658,,,
0.320312,-0.933594,0.111328,-0.823975,23.407,1.70898,,,
0.287109,-0.931641,0.169922,-8.42285,19.2261,4.63867,,,
0.263672,-0.921875,0.189453,-12.0239,14.3433,6.98853,,,
0.220703,-0.904297,0.234375,-12.2681,10.4065,8.02612,,,
0.195312,-0.867188,0.21875,-9.85718,8.05664,8.30078,,,
0.205078,-0.839844,0.210938,-7.04956,8.17871,8.30078,,,
0.183594,-0.828125,0.201172,-5.18799,9.552,8.54492,,,
0.15625,-0.869141,0.193359,-4.63867,11.5356,9.15527,,,
0.167969,-0.902344,0.171875,-5.92041,13.855,10.1929,,,
0.15625,-0.890625,0.152344,-9.09424,15.4724,11.5356,,,
0.164062,-0.876953,0.134766,-12.4512,15.9912,12.6038,,,
0.1875,-0.865234,0.177734,-15.564,15.2893,13.7939,,,
0.197266,-0.857422,0.208984,-18.0359,13.9465,14.6484,,,
0.205078,-0.826172,0.238281,-19.1956,12.146,15.4114,,,
0.171875,-0.824219,0.277344,-19.7144,9.8877,15.6555,,,
0.158203,-0.789062,0.298828,-19.2261,7.20215,15.1367,,,
0.169922,-0.828125,0.298828,-18.1274,3.75366,14.5264,,,
0.185547,-0.943359,0.400391,-22.0032,-11.3525,13.7634,,,
0.154297,-1.00977,0.355469,-24.6887,-17.9138,13.092,,,
0.113281,-1.07422,0.326172,-25.6653,-24.5056,11.261,,,
0.0625,-1.17578,0.228516,-22.3999,-27.0386,8.60596,,,
0.0214844,-1.19141,0.0917969,-20.7825,-25.8789,5.15747,,,
0.015625,-1.19336,-0.0175781,-17.1814,-19.165,2.68555,,,
0.0449219,-1.11328,-0.0703125,-10.1013,-10.1929,-0.183105,,,
0.103516,-1.08398,-0.078125,-2.83813,-5.49316,-2.92969,,,
0.142578,-1.03516,-0.0175781,-12.2375,-3.41797,-4.36401,,,
0.0722656,-1.03516,0.0585938,-28.7781,-2.71606,-3.8147,,,
0.00585938,-1.06836,0.0410156,-42.8162,0.244141,-2.99072,,,
-0.00390625,-1.05469,0.119141,-50.9033,1.2207,-2.10571,,,
-0.00195312,-1.02148,0.197266,-43.2129,-0.915527,-3.69263,,,
-0.0175781,-0.976562,0.240234,-33.8135,-0.976562,-6.34766,,,
-0.0644531,-0.966797,0.224609,-23.3154,-0.335693,-7.8125,,,
-0.0820312,-0.925781,0.171875,-16.1743,0.946045,-7.78198,,,
-0.107422,-0.882812,0.126953,-15.1062,2.16675,-6.65283,,,
-0.0625,-0.845703,0.136719,-16.8152,4.05884,-5.12695,,,
-0.0253906,-0.798828,0.144531,-17.2424,5.79834,-4.73022,,,
0.0507812,-0.720703,0.173828,-14.8621,7.01904,-6.68335,,,
0.0546875,-0.712891,0.166016,-10.6506,8.23975,-9.79614,,,
0.00195312,-0.632812,0.195312,-7.26318,9.0332,-12.5732,,,
-0.0292969,-0.667969,0.208984,-3.66211,9.12476,-13.1836,,,
-0.0507812,-0.716797,0.224609,-0.366211,8.36182,-12.8784,,,
-0.0625,-0.732422,0.251953,2.92969,6.50024,-12.5427,,,
-0.0625,-0.792969,0.296875,7.35474,4.3335,-12.207,,,
-0.0195312,-0.861328,0.283203,12.6953,3.08228,-11.9019,,,
-0.0078125,-0.964844,0.333984,14.5874,3.02124,-10.0403,,,
-0.0117188,-0.998047,0.339844,14.1296,2.80762,-8.60596,,,
0.0800781,-0.992188,0.359375,14.1296,1.25122,-9.61304,,,
0.15625,-0.958984,0.322266,12.0239,-0.823975,-11.9019,,,
0.132812,-0.921875,0.373047,6.22559,-4.15039,-11.4136,,,
0.226562,-1.32031,0.00585938,18.9514,7.84302,-7.01904,,,
0.144531,-1.23047,-0.0996094,17.9138,14.4958,-4.69971,,,
0.123047,-1.06836,0.00585938,23.8342,17.1204,-4.88281,,,
0.119141,-0.916016,0.0898438,35.4309,17.8528,-5.85938,,,
0.132812,-0.845703,0.0976562,48.2483,14.3433,-3.90625,,,
0.177734,-0.888672,0.0957031,53.9246,8.30078,-1.0376,,,
0.222656,-0.949219,0.113281,49.8047,4.15039,1.34277,,,
0.291016,-0.986328,0.126953,43.5486,2.10571,2.44141,,,
0.324219,-0.976562,0.15625,32.9895,2.65503,1.83105,,,
0.294922,-0.951172,0.123047,22.4609,3.87573,2.0752,,,
0.292969,-0.855469,0.0917969,15.1672,5.58472,3.14331,,,
0.279297,-0.802734,0.0664062,10.1318,7.53784,4.76074,,,
0.275391,-0.763672,0.0644531,5.95093,9.18579,7.01904,,,
0.220703,-0.777344,0.0761719,1.7395,10.6506,9.15527,,,
0.212891,-0.730469,0.0957031,-1.5564,11.5967,11.0474,,,
0.199219,-0.722656,0.140625,-3.63159,11.5967,12.7258,,,
0.193359,-0.736328,0.173828,-4.42505,10.7117,13.6414,,,
0.208984,-0.722656,0.207031,-6.04248,9.97925,14.8315,,,
0.236328,-0.777344,0.216797,-8.63647,8.42285,15.3503,,,
0.226562,-0.779297,0.255859,-12.2681,6.89697,15.9912,,,
0.265625,-0.783203,0.25,-16.6626,4.36401,16.3269,,,
0.267578,-0.830078,0.320312,-20.9045,-0.488281,16.1133,,,
0.310547,-0.849609,0.335938,-28.3813,-5.76782,15.9302,,,
0.265625,-0.896484,0.326172,-33.8135,-9.3689,16.3269,,,
0.164062,-0.964844,0.316406,-32.6843,-11.6882,17.4561,,,
0.132812,-0.976562,0.34375,-27.4658,-12.085,16.6931,,,
0.113281,-0.96875,0.408203,-23.3765,-15.1978,17.9443,,,
0.0664062,-0.957031,0.435547,-19.7754,-19.6838,17.2424,,,
0.0722656,-0.957031,0.457031,-12.3291,-23.3459,11.9629,,,
0.167969,-0.972656,0.458984,-5.92041,-21.3013,5.15747,,,
